epoch,time,test-score,train-score,loss
0,642.0156008279992,-0.06316098707403055,0.0343931334622824,0.0025322610383037895
1,1249.550486394999,0.002743591753547072,0.05448717948717949,0.0011486798634388305
2,1860.0307098470003,0.015497869043006587,0.059842995169082126,0.0014720394489877383
3,2474.260601258,0.02997694081475788,0.06503701050620822,0.0014546664306642934
4,3088.274208535,0.3137623297322687,0.11292182568584608,0.0016165637000401596
5,3699.4069591919997,0.2527630582891749,0.084232868405094,0.001886360684438057
6,4307.994651089999,-0.07110427087341285,0.11365047820146566,0.001862493296380245
7,4930.3433528919995,-0.09344798721558481,0.08980893618289666,0.0017036103996010354
8,5541.977050952999,0.0,0.2048996384490712,0.0012949807692534847
